message,label
"
I worked in support for a while at a company and we had problems with several
Toshiba 1600's in a short space of time. They were all around 2 years old.
Some screens went completely (as above), others were just ""dodgy"".

This happened to about 5 or 6 out of, maybe 100. They were fairly reliable up
to then and I don't think it was a special problem with Tosh's (no link to the
company). So I would think that 21 months may not be unreasonable - just
unlucky!

Regards,

Kate.  :)|",0
"
: [... SQUIDS ...]

: I felt embarassed at this point to be a motorcyclist. I felt the eyes of those
: in cages, witnessing this display, then glancing over to the dealers lot and
: damning all those on two wheels. Needless to say, my friend felt a little
: uncomfortable and we left. 

Did you express your embarrassment to the owner?  I don't blame you for being
embarrassed, but I would have let my feeling be known that the behaviour of 
their sales staff and apparent enjoyment of such behaviour just cost them 
a sale and all further sales.

: I will now turn off my frustration and go ride... peacefully, to clear my
: anger. I only hope that the cop who is following me home, has an open
: mind and doesn't associate me with them. 

Sound good.  Enjoy.

: BTW, I can't afford a new bike.....

Who can?",1
"
I'm also interested in info both public domain and commercial graphics library 
package to do PC VGA graphics.  

I'm currently working on a realtime application running on a PCC with a 
non-DOS kernel that needs to do some simple graphics.  I'm not sure if 
reentrancy of the graphics library is going to be an issue or not.  
I suspect I'll implement the display controller as a server process that 
handles graphics requests, queued on a mailbox, one at a time.  If this 
provides sufficiently frequent display updates then I believe that I can 
restrict all graphics operations to be performed by the server and thus 
constrain access to the library to a this single process and avoid the need
for a reentrant graphics library.  

Being fairly new to the realtime systems world I may be overlooking something,
what do you think?",0
"
I get regular questions about gamma correction since I go to great pains to
deal with it properly in xli (the image loader program I maintain).

Here is an explanation I often use to answer these questions.

This might be suitable for inclusion in the FAQ.

	Graeme Gill.

###########################################################################
""A note on gamma correction and images""

Author: Graeme W. Gill
        graeme@labtam.oz.au

Date: 93/5/16


""What is all this gamma stuff anyway ?""
--------------------------------------

Although it would be nice to think that ""an image is an image"",
there are a lot of complications. Not only are there a whole bunch of
different image formats (gif, jpeg, tiff etc etc), there is a whole
lot of other technical stuff that makes dealing with images a bit
complicated. Gamma is one of those things. If you've ever downloaded
images from BBS or the net, you've probably noticed (with most image
viewing programs) that some images look ok, some look too dark, and some
look too light. ""Why is this ?"" you may ask. This, is gamma correction
(or the lack of it).

Why do we need gamma correction at all ?
--------------------------------------

Gamma correction is needed because of the nature of CRTs (cathode
ray tubes - the monitors usually used for viewing images). If you
have some sort of real live scene and turn it into a computer
image by measuring the amount of light coming from each point of
the scene, then you have created a ""linear"" or un-gamma-corrected
image. This is a good thing in many ways because you can manipulate
the image as if the values in the image file were light (ie. adding
and multiplying will work just like real light in the real world).
Now if you take the image file and turn each pixel value into a voltage
and feed it into a CRT, you find that the CRT _doesn't_ give you
an amount of light proportional to the voltage. The amount of light
coming from the phosphor in the screen depends on the the voltage
something like this:

Light_out = voltage ^ crt_gamma

So if you just dump your nice linear image out to a CRT, the image
will look much too dark. To fix this up you have to ""gamma correct""
the image first. You need to do the opposite of what the CRT
will do to the image, so that things cancel out, and you get
what you want. So you have to do this to your image:

gamma_corrected_image = image ^ (1/crt_gamma)

For most CRTs, the crt_gamma is somewhere between 1.0 and 3.0.

If that is all it is, why does it seem so complicated ?
-----------------------------------------------------

The problem is that not all display programs do gamma correction.
Also not all sources of images give you linear images (Video cameras
or video signals in general). Because of this, a lot of images
already have some gamma correction done to them, and you are 
rarely sure how much. If you try and display one of those images
with a program that does gamma correction for you, the image gets
corrected twice and looks way to light. If you display one of those
images with a program that doesn't do gamma correction, then it will
look vaguely right, but not perfect, because the gamma correction is
not exactly right for you particular CRT.

Whose fault is all this ?
-----------------------

It is really three things. One is all those display programs
out there that don't do gamma correction properly. Another is
that most image formats don't specify a standard gamma, or
don't have some way or recording what their gamma correction is.
The third thing is that not many people understand what gamma
correction is all about, and create a lot of images with varying
gamma's.

At least two file formats do the right thing.
The Utah Graphics Toolkit .rle format has a semi-standard way of recording
the gamma of an image. The JFIF file standard (that uses JPEG compression)
specifies that the image to be encoded must have a gamma of 1.0 (ie. a
linear image - but not everyone obeys the rules).

Some image loaders (for instance xli - an X11 image utility)
allow you to specify not only the gamma of the monitor you
are using, but the individual gamma values of image you are trying to
view. Other image viewers (eg. xv another X11 image program) and
utilities (eg. the pbm toolkit) provide ways of changing the gamma
of an image, but you have to figure out the overall gamma correction
yourself, allowing for undoing any gamma correction the image has,
and then the gamma correction you need to suite your CRT monitor.

[ Note that xv 2.21 doesn't provide an easy way of modifying the
gamma of an image. You need to adjust the R, G and B curves to the
appropriate gamma in the ColEdit controls. Altering the Intensity
in the HSV controls doesn't do the right thing, as it fails to
take account of the effect gamma has on H and S. This tends
to give a tint to the image. ]

How can I figure out what my viewer does, or what gamma my screen has ?
---------------------------------------------------------------------

The simplest way to do that is to try loading the file chkgamma.jpg
(provided with xli distribution), which is a JFIF jpeg format file
containing two grayscale ramps. The ramps are chosen to look linear
to the human eye, one using continuous tones, and the other using
dithering.  If your viewer does the right thing and gamma corrects
images, then the two ramps should look symmetrical, and the point
at which they look equally bright should be almost exactly half
way from the top to the bottom. (To find this point it helps if
you move away a little from the screen, and de-focus your eyes a
bit.)

If your viewer doesn't do gamma correction, then left hand ramp will have
a long dark part and a short white part, and the point of equal brightness
will be above the center.

If your viewer does have a way of setting the right amount of gamma correction
for a display, then if the equal brightness point is above center increase the
gamma, and decrease it if it is below the center. The value will usually be
around 2.2 

[with xli for instance, you can adjust the display gamma with the
-dispgamma flag, and once you've got it right, you can set the DISPLAY_GAMMA
environment variable in your .profile]

How do I figure out what the gamma of an image is ?
-------------------------------------------------

This is the most tricky bit. As a general rule it seems that a lot of
true color (ie. 24 bit, .ppm .jpg) images have a gamma of
1.0 (linear), although there are many about that have some gamma
correction. It seems that the majority of pseudo color images
(ie. 8 bit images with color maps - .gif etc.) are gamma corrected
to some degree or other.

If your viewer does gamma correction then linear images will
look good, and gamma corrected images will look too light.

If your viewer doesn't do gamma correction, then linear images will
look too dark, and gamma corrected images will ok.

Why Linear images are sometimes not such a good thing
-----------------------------------------------------

One of the reason that many high quality formats (such as
Video) use gamma correction is that it actually makes better
use of the storage medium. This is because the human
eye has a logarithmic response to light, and gamma correction
has a similar compression characteristic. This means images 
could make better use of 8 bits per color (for instance),
if they used gamma correction. The implication though, is that
every time you want to do any image processing you should
convert the 8 bit image to 12 or so linear bits to retain
the same accuracy. Since little popular software does this, and
none of the popular image formats can agree on a standard
gamma correction factor, it is difficult to justify gamma corrected
images at the popular level.

If some image formats can standardize on a particular gamma,
and if image manipulation software takes care to use
extra precision when dealing with linearized internal data,
then gamma corrected distribution of images would be a good thing.

(I am told that the Kodak PhotoCD format for instance, has a
standard gamma correction factor that enables it to get the
highest quality out of the bits used to hold the image).",0
"
One more good reason for straight pipes or megaphones;-)

Regards, Charles
DoD0.001
RZ350

Ps: Does anyone know if Opti oils sells direct by the case load?
My loacl dealership is charging 12.99 for a jug of injector oil,
and it's breaking me;-)
",1
"
We're NOT???! Hell, I was wondering why there was all the pointless woffle 
about motorcycles. ",1
"Well, just got all the parts replaced that needed replced
(sprokets+chain) and notice that engine still taps like it did before.
All our local 'experts' say it's the tappits that need some adjusting so
I am soon to attempt that.  I would like any advice anyone had.  I do
not have a shop manual but have read about the procedure in Chiltons and
in a few other places.  Is there anything I need to be particularaly
carful of?  Any problems anyone else has encountered?

I ride a 1981 Yamaha Exciter 250cc (stop laughing, it's tiny, but it's
shiny)
",1
"Because riding a passenger doesn't really depend on the type of bike.
The things you want a passenger to do/not do is the same.  Ergo, if he's
asking advice, I reasoned he doesn't have much practice, period.  If
you say he does, fine.  I still wouldn't take the uninitiated up a
road that's all switch backs and reverse/center/uncrowned roadway, not
to mention the BDCs and squids who will also be on that particular
road.  He asked for advice, and even though it wasn't what he meant,
I still consider it some of the best I've read. ",1
"


Otherwise you get NO2 out the back.",1
" 
well, i have lots of experience with scanning in images and altering
them.  as for changing them back into negatives, is that really possible?
scanning and altering is no big deal. i don't know what types of
features you have in your version of photoshop.  but the one i use
(which, incidentally is on a quadra) has gallery effects and all types
of other neato stuff.
i'm just wondering why you would want to put your images back into
negatives, because once you print the image out-that's your print.
do you know what exactly your aim is in all of this?  like, are you
doing this just for fun, for a business, to gain more computer
knowledge, for a project you're working on....
otherwise, i guess i don't know if i'd be helping or not by posting info
on scanning and stuff.
ok?  cool.
seeya",0
"I saw an imaging program some time ago on an Amiga that had
Cross, Sobel and Roberts filters for edge detection. 

Can anybody direct me to these algorithms.

Paul Denize

--------------------------------------------------------------------------
Paul Denize                                Internet: PDenize@Waikato.ac.nz
Department of Computer Science
University of Waikato                         phone: ++64 7 8562-889
Hamilton                                                          Ext 8743
NEW ZEALAND                                   fax  : ++64 7 8560-135",0
"Hi.  I'm looking for a 3D shark for use in a ray tracing rountine I'm doing.
 I'll be using Vivid or POV, but it can be in any format.  Are there any
 FTP sites with 3D objects or does anyone have a good 3D shark?

Thanks alot!

Chad

",0
"FIRST ANNUAL PHIGS USER GROUP CONFERENCE

          The First Annual PHIGS User Group Conference was held March 21-24
          in Orlando, Florida.  The conference was organized by the Rensse-
          laer Design Research Center in co-operation with  IEEE  and  SIG-
          GRAPH.   Attendees  came  from five countries spanning three con-
          tinents.   A  good  cross-section  of  the  PHIGS  community  was
          represented  at this conference with participants including PHIGS
          users, workstation vendors, third-party PHIGS implementors, stan-
          dards  committee  members,  and  researchers  from  industry  and
          academia.  The opening speaker, Dr. Richard Puk, challenged PHIGS
          users  to  ""take  charge of your PHIGS"" by participating in PHIGS
          standardization activities and communicating their needs to PHIGS
          implementors.    The   closing  speaker,  Dr.  Andries  Van  Dam,
          described his vision of the future of graphics standards  ""beyond
          PHIGS"".

          Technical paper sessions in the conference covered the  following
          topics:  PHIGS  and  X, Application Toolkits, Application Issues,
          Texture Mapping, NURBS,  PHIGS  Extensions,  and  Object-Oriented
          Libraries and Frameworks.  Panel sessions on PHIGS and PEX, PHIGS
          Non-Retained Data, Real-World CAD Applications Using  PHIGS,  and
          Portability  Issues generated enthusiastic discussions and formed
          a good forum for exchange of ideas, needs, and experiences.   The
          conference  also included a day full of tutorials on topics rang-
          ing from mathematics for 3D  graphics  to  object-oriented  tools
          based on PHIGS.

          Next year's conference is planned for March, 1994.

          PHIGS EVERYWHERE

          At the conference, PHIGS  vendors   described   and  demonstrated
          PHIGS  products  that  run on all types of computers, from PCs to
          mainframes.

          Megatek Corporation demonstrated their PHIGS extensions including
          conditional traversal, composite logical input devices, texturing
          and translucency.

          Template Graphics  Software  launched  FIGARO+  PRO,  the  Photo-
          Realistic  Option  for  PHIGS+.  FIGARO+  PRO  is designed to add
          advanced rendering to the existing PHIGS+ API, with features like
          ray   tracing,  materials,  anti-aliasing  and  texture  mapping.
          Radiosity support is also planned.

          FIGARO+ is an example of how TGS continues to add newly  emerging
          graphics  features to their products.  FIGARO+ supports immediate
          mode extensions to PHIGS and also supports SUN XGL,  HP  Starbase
          and SGI GL/OpenGL. FIGARO+ for NT will be released this summer.

          TGS also demonstrated the latest versions of FIGraph, a  powerful
          ""2-call""  charting  system  based on PHIGS+, and FIGt, an object-
          oriented utility library for PHIGS/PEX developers.

          G5G and Gallium Software demonstrated a new version of GPHIGS  on
          Silicon  Graphics  workstations. Scheduled for summer, 1993, Ver-
          sion 3.0 of GPHIGS, the company's  PHIGS+  library  for  worksta-
          tions,  will include an advanced PHIGS debugger that allows PHIGS
          developers to display and browse PHIGS structures and other PHIGS
          internal  state.  G5G  also  described  their Non-Duplicated Data
          Store that stores pointers to application data in the GPHIGS  CSS
          for  more  efficient  use  of  memory. In addition, G5G described
          their application GSE that allows application callback  functions
          during  GPHIGS traversal.  GPHIGS and PHIGURE, G5G's data visual-
          izer and application development toolkit, are currently available
          on  all  major  workstations  that support GL, X Windows, PEX, or
          Starbase.

          Wise Software presented a slide show of  Z-PHIGS  for  MS-Windows
          and ARENA, a PHIGS based modeller/render. Z-PHIGS implements most
          of the PHIGS+ primitives.  In addition Z-PHIGS has built in  many
          advanced  rendering features like texture mapping, shadow genera-
          tion, area quick updates and ray tracing. A demo disk of  Z-PHIGS
          or ARENA is available on request.

          ATC exhibited GRAFPAK-PHIGS, their full-featured PHIGS  implemen-
          tation  based  on  DEC  PHIGS. GRAFPAK-PHIGS is available on most
          workstation platforms with C, FORTRAN and Ada bindings and incor-
          porates PEX support.

          Within the booth sponsored by Advanced Technology Center, Digital
          Equipment  Corporation demonstrated DEC PHIGS V2.4 running on the
          DEC 3000/400 AXP PXG. ATCs' GRAFPAK-PHIGS is a port of DEC PHIGS.
          DEC  PHIGS  V2.4 contains most PHIGS and PHIGS PLUS features with
          support for PEX V5.1  protocol.  DEC  PHIGS  also  contains  most
          GM/EDS   PHIGS  extensions  including  post-to-view  as  well  as
          proprietary extensions to support immediate  mode  rendering  and
          the use of PHIGS in an X11 environment.

          AXP, DEC, and DEC PHIGS are trademarks of Digital Equipment  Cor-
          poration.  GRAFPAK-PHIGS and ATC are trademarks of Advanced Tech-
          nology Center. PEX and X11 are trademarks of Massachusetts Insti-
          tute of Technology.

          The IBM exhibit featured a GTO accelerator attached to an IBM 340
          workstation running graPHIGS and PEX.

          Hewlett Packard and SHOgraphics demonstrated at the conference. A
          Hewlett  Packard  machine was coupled to display on a SHOgraphics
          PEX terminal. HP showcased their latest  PHIGS  product  enhance-
          ments.


          PHIGS USER GROUP

          The PHIGS Users Group was formed to aid the development of  PHIGS
          applications  and provide user feedback to PHIGS implementors and
          PHIGS standards bodies.  For more  information  about  the  PHIGS
          Users Group, send e-mail to:

                    phigsug@cadrt10.me.vt.edu

          or write to:

                    Sankar Jayaram
                    Virginia Polytechnic Institute
                    114 Randolph Hall
                    Blacksburg, Va. 24061-0238
                    FAX: 703-231-9100


          VENDOR CONTACTS

          Megatek Corporation
          TEL (619) 455-5590
          FAX (619) 453-7603

          Template Graphics Software
          TEL (800) 544-4847
          FAX (619) 452-2547

          WISE software GmbH
          TEL +49-451-3909-413
          FAX +49-451-3909-499

          G5G - North American Sales
          TEL (800) 267-2626
          FAX (613) 592-1278

          Advanced Technology Center
          TEL (800) 999-5711
          FAX (714) 583-9213

          Digital Equipment Corporation
          TEL (603) 884-5111

          International Business Machines Corporation
          TEL (800) 426-3333

          Hewlett Packard Company
          TEL (303) 229-3800

          COPIES OF THE CONFERENCE PROCEEDINGS

          Copies of the conference proceedings may be obtained by  contact-
          ing Mary Johnson at:

                    Johnson, Mary
                    Design and Manufacturing Institute
                    Rensselaer Polytechnic Institute
                    110 Eighth Street
                    Building CII, Room 7015
                    Troy, NY  12180-3590
                    Tel:  (518)276-6754
                    Fax:  (518)276-2702
                    Email:  mjohnson@rdrc.rpi.edu
",0
"21 Apr 1993 egreen@east.sun.com (Ed Green - Pixel Cruncher) Writes:
-->}Sheesh, even a trained attack dog is no match for a human,
-->}we have *all* the advantages.
-->
-->I agree with this 100%. 
--
--Me, too... for chihuahua's.  The police and the military don't train
--dobermans and shephards and use them as weapons because they are so
--easy for the average Joe to defeat barehanded.  You may have opposing
--thumbs, but the dog has teeth so effective some of yours are named for
--him.  He has IR vision, better hearing and better smell than you do,
--and most likely faster reflexes.
--
--You're on a motorcycle, he's on paws.  Roll on and blow him off.  He
--doesn't even have net access.
--
--
--Ed Green

C'mon Ed.........

a)  All things have their weak areas
b)  What's IR....Idiot Response......Dogs have more Rods or Cones (I'm not sure
    which?) than humans and this allows their eyes to collect more light in lower
    light conditions. Consequently their colour vision is almost non-existant. I
    mean, if dogs had built in infra-red vision, the armed forces would be
    strapping them to missiles instead of paying a quarter million for IR guidance
    capabilities.
c)  My dog has net access ! !
                          \_/",1
"]it would be a shame to split boxer riders between different lists
]unless, of course, the existing list failed to meet the readers'
]needs.

nowhere did I see you mention K bikes, which, being made by BMW, are 
welcome on my list. in fact, you go out of your way to say:

           ""most all boxer talk is welcome""

your list appears to cater to boxers. that's great. my list caters to
BMW's, *without any restrictions* like you have. considering that the
subscription count went to 29 within 18 hours of my initial post about
the list (which was made around 10:00pm just before I went to bed), I'd 
say that there is a need for a *BMW* list as opposed to just a GS boxer 
list.

my motivation for setting up the BMW list came from an earlier post of 
yours announcing your boxer list. it didn't fit my needs.

ok, we've pissed on each other's list. let's get back to the regular
net.noise and read our respective lists.
",1
"I downloaded the file xv221exe.zip from the site someone posted here.
It contained the files:
  CJPEG.EXE
  DJPEG.EXE
  XV.EXE

When I tried to run it, it just said 
""Couldn't run go32.exe""
and halts.

What's the matter with this? 
Are there some files missing in the .zip?
What is go32.exe?

any help appreciated.

bye,

Wolfram

--",0
"	I heard that there is a VESA driver for the XGA-2 card available on 
compuserve. I just got this card, and I am wondering if this driver is 
available on a FTP site anywhere. My news service has beeen erratic lately so
please E-Mail me at:
				walsh@stolaf.edu
	Thanks in advance. 
",0
"
+In article <1993May7.211312.10403@bert.eecs.uic.edu>, rsc@siggraph.org
+|>           Computer Graphics experimental special online issue
+|>                                May 1993
+|> 
+|> The May 1993 experimental special issue of Computer Graphics is online 
+|> as a set of files on the  siggraph.org  system in the directory 
+|>      ~ftp/publications/May_93_online 
+|> This is made available to the computer graphics community by ACM 
+|> SIGGRAPH.  The general theme of this issue is electronic documents, and 
+|> the Table of Contents in the AboutThisIssue files will tell you more 
+|> about this publication and its contents.
+
+        I ftp'd here, but found nothing.  Has this been removed?

Nope, it's still there:",0
"
	My agent is Daniel Sui, and he's done quite a good job
	for me.  You might check with him, as he's located in San
	Francisco and specializes in bike insurance:

		Daniel Sui Insurance
		338 Balboa Street
		San Francisco, CA 94118
		1-415-752-3157

					Michael

",1
"If you are a user of Autodesk 3D Concepts, and are willing to answer
a small number of short questions, then please send me Email.",0
"
I knew when I posted that I was going to get into trouble. Now I suppose I
have to give /5 wheelie demos at the Spring Fling or something.

But you're right, John, it is a chain drive model. I think it goes around
the camshaft and up over the rocker arms or something. Stolen from an early
Spagthorpe design, according to urban legend.",1
"


Ok It is for a game that is 3d and you have listed the characteristics 
that you are looking for. I think you may have left out a few 
important parameters. 
The polygons are all convex. 
They have less than N sides. (you are drawing meshes walls doors etc.)

I believe that the algorithms you can get that will only draw convex
polygons can be much more efficient than those that can draw
concave / self intersecting polygons. 
This efficiency can largely be attributed to the fact that 
simple convex polygons only have a left and a right edge on each scan line.
Complex (figure 8 type polygons) can be a bit trickier.

The less than N sides specification especially if it is a very small 
number like 3 or 4 allow othe optimisations to be made.

Thus for a high speed game application I think you are looking for
code that exploits and is hence limited to drawing simple convex
polygons.  


It may have been that they were very general purpose algorithms.
If you limit yourself to 3 or four sided simple convex polygons
I think you might be suprised how fast a c algorithm with a 
asm block move to fill each scan line might actually be.
",0
"What worked for me on my RD350 was to lean towards the dog as I modulated
throttle to keep my ankle just ahead of his teeth.  After a few seconds of
warm pipe firmly wedged on his shoulder he turned his face sideways to see
what was so warm and got his mouth/nose/muzzle burned on the pipes.  One
yip and he veered away, never to chase me again.
",1
"
Terry McCandlish, president of my local BMW club (Buckeye Beemers)
sells this type of tape.  It comes as a strip approximately 3"" x 12""
and can be cut to sizes needed.

You can call Terry at (614) 837-1960 (Columbus, Ohio).",1
"
I've only ever done it in an automatic. I was sitting in my Olds, in
the winter, at a light, when I heard screeching behind me. I managed to
dart into the left turn lane before the sliding Jetta wound up half
where I was and half in the parked car beside where I was. I've never
had occasion to do it on a bike, but I imagine that it would be even
easier, because you could slip beside the car in front. Giving a gander
at the mirrors while at a light will give you time to get the clutch
out smoothly when you notice trouble, instead of waiting for the
screeching.",1
"This Summer I'm going to use my vacation drivin (riding)
through the States.
And I do Have some questions that I would like to post here::
Since I'm from Norway I was wondering
How much does it cost to rent a Bike in the States?

(I'm Probarly going to the San Fransisco/San Jose area
the ride around (I'think))

As you might have noticed I still haven't made any plans
so if you know about places I ought to visit 
Please e-mail me...",1
"

It also works great to put under your kickstand on those really hot
days when the tar gets really soft.....


================================================================================
                        
Jim ""rags"" Rye                    Senior Technical Support Analyst
86 Harley Davidson                     rye@crayamid.cray.com
                                    Cray Research Inc, Mpls, MN.

""If you're going to do something tonight that you'll be sorry for 
 tomorrow morning, sleep late.""
              -Henny Youngman",1
"==============================================================================
Could someone please tell me the Best FTP'able viewer available for MSDOS
I am running a 486 33mhz with SVGA monitor.
I need to look at gifs mainly and it would be advantageous if it ran
under windows...........thanks
",0
"!: Concerning the proposed newsgroup split, I personally am not in favor of
!: doing this.  I learn an awful lot about all aspects of graphics by reading
!: this group, from code to hardware to algorithms.  I just think making 5
!: different groups out of this is a wate, and will only result in a few posts
!: a week per group.  I kind of like the convenience of having one big forum
!: for discussing all aspects of graphics.  Anyone else feel this way?
!: Just curious.
!
!Yes. I also like knowing where to go to ask a question without getting
!hell for putting it in the wrong newsgroup.

I am also against splitting the group. The traffic will decrease
on any given subject but the required net bandwidth will INCREASE
because of multiply cross-postings.

I just went through this with another group I continuously read.
It is now almost at the point where it is no longer worth reading.

Strongly suggest NOT doing this.",0
"Has anyone noticed that all this happened since Chris Perez was gifted
with a membership?

Anyone for rec.motorcycles.beemer.club.whiner? I know this might get
confused with K-whiners, but maybe there's a connection?",1
"a user on my bbs ""accidentally"" deleted his vga driver for his oak77 card and
has no backup.  i was wondering if someone knew of an ftp site (and path,
please!) where such a thing might be obtained.  thanks.
",0
"


It is heavy, the 91 is mid 600's dry, that is the one major drawback
of the ST.


Can you say "" tourque monster"" The test drive sold me on the bike, 
lot's of bite anywhere above 2500 in any gear.


Did you trythe ABS/TCS version? 


After market fairing windshield for 100.00 raises the bubble 6 inches
above most heads, but hurts the looks of the bike.


This is the essence of the bike, move the throttle and itr accelerates 
any gear anywhere anytime, I frequently find myself at the DOD min 
during a casual passing maneuver.

This is a function of the weight, you have to be aggresive with the brake
squeze, actually as tested by Cycle world and an expert rider the ST
stopped faster then the comparable models from BMW, and YAMAHA even with 
the extra weight and Gas .

You must countersteer the ST for every turn and movement short
of the classic pothole wiggle. Just forget ever leaning into a 
turn again. It must be countersteered into every turn and then 
responds nicely.


Faster then I've ever gone, I 'd hate to buy this bike after your 
short ""break in period""



Not true, the side stand is well designed for the weight and will hold 
the bike nicely on dirt. I am able to easily get the bike up on
the center stand, just step down on the stand instead of pulling
up on the bike.
",1
"
Now, while I wouldn't recommend doing this while moving,

(Maybe Mike Beaverton can complain to you awhile! :/ )

you might not want to countersteer if you're just sitting
in the driveway...

<sounds of Rick falling off bike, muttering, ""Damn, coulda
sworn that's how they told me in the MSF course!!?"" >

",1
"
I suppose you don't know what about we have discussed.
We discussed about error(s) in XV 2.21 which shows images only as 8bit,
and my suggestion above works perfectly with it.

So far I have seen a colormap editing window in XV -- that is, there
must be a colormap anyway. The problems you present are exist anyway,
and I didn't tried to solve them at all, because I would not make such
problems to my programs in the first place.

Gamma and color corrections are easily done to 24bit image
as I presented. There's no need make tricks from 8bit/quantized image
back to 24 bit image.



Ok, you're writing about situation that user want edit images as 24bit
and user want edit individual colors -- your questions, by the way,
jumps off the discussion a bit.

My solution doesn't work, because there's no colormap withing real 24bit
image -- you see, user see 24bit image; going back to 8bit is silly.


About changing individual colors in 8bit/quantized/rasterized image:
changing individual colors in colormap is useless in most
cases if the image is quantized and rasterized -- small change may
make serious errors to anywhere in the image.
XV allows this feature, but I don't recommend to use it with the
mentioned type images.

Moreover, XV is not a paint program; you can only make those global
changes. In full 24bit XV, changing individual colors sounds like
paint program job.
If person have 8bit screen, there's need for tricks to get the
original 24bit image modified. Because user don't see full 24bit
image, there's need to make approximations and it is not possible to
modify individual colors but individual pixels or pixel groups (if
image is rasterized). To select indiavidual color, there could be 7x7
cursor window which shows true color image in cursor window area --
selecting individual color is possible from that.

Ok, I don't have thought very much 24bit painting programs, never seen
such in good view and are not planned to make such. Not to mention
24bit painting program in 8bit screen...



It saved 8bit/quantized/rasterized images as 24bit jpegs; jpeg is not
designed for that.
Also, human expect that 24bit will be saved as 24bit image; say,
person would like to crop part of the image and save it, then it is
expected that the image still is the same. So, XV were designed
without thinking about human interface and how human expect the
program work -- design error.

I have heard XV were designed first for 8bit images/files, but
it were not good idea to take full 24bit images without making
major change to the original design.

So, even all screen images are 8bit, the processed images and saved
images could have been 24bit very easily, instead of 8bit.

Before anybody will make a note: yes, I may as well make a lift where
'up' means that the lift goes down and 'down' means that the lift goes
up, and put a note on this design solution to the manuals -- however,
even the manuals tells the correct situation, it doesn't solve the problem.
(Americans: the lift is just an example :)


Well, my text may be a bit hard reading, hopefully you suggeeded to
read it.
",0
"
G'day Brian,

I'll be blunt about this. The ONLY reasonable explanation of Roberts
algorithm is in

Procedural Elements for Computer Graphics
Rogers
McGraw-Hill Book Co. 1985

Go to the library and look at this.

There is also a somewhat muddled explanation in the first edition
of Newman and Sproull.

The algorithm described in PECG runs in near linear time.

Luck,",0
"G'day all!

Does anyone know anything about front end for POVRay (X11 version)?
I mean are there things like user friendly modeller for POVRay, or any
modellers which will let me design a scene and produce a file which POVRay
can then read?
Cheers,
Tomek

+------------------------------------------------------+
+------------------------------------------------------+
",0
"A word of warning for those of you registering for SIGGRAPH '93.
I just received my registration form back in the mail with the
envelope marked ""Return to sender. Moved - Left No Address.
Closed PO Box"". The address I used to register for SIGGRAPH '93
is the one printed on the registration form:

     ACM SIGGRAPH '93
     PO Box 95316,
     Chicago, IL 60694-5316

I printed the envelope in my best printing, honest but evidently
SIGGRAPH '93 has skipped town or moved?

I ended up faxing my registration to: 312-321-6876. I hope that
number is real!",0
"Does anyone know if any of Currier and Ives etchings have been digitized for 
use in desktop publishing?  I am particularly interested in their riverboat
scenes.  Does anyone know who can get me (for a fee) a good, digitized river-
boat image?

Thank you,

David Dumas
--
David Dumas
dmd2@Isis.MsState.Edu
",0
"I am very interested in hearing from all of you who are using or implementing
3-D interactive applications what types of 3-D widgets you would
like to have in your applications.  

A 3-D widget is usually located in the same scene as other 3-D objects of the 
application.  It may let you

- manipulate application data, the camera,
  3-D objects in the scene and so on, or
- view the status of the application or 3-D objects
  via the widget's shape, color, position, orientation and so on, or
- do whatever I missed but you think is possible.

For example, a manipulative widget can be virtual trackball (shown as a
partially transparent sphere) super-imposed on the object to be rotated.
A feedback widget can be a ruler with ends anchored to 2 objects.  The length
of the ruler changes as the objects move and a numeric value is shown on the
ruler indicating the distance.  A widget can provide both manipulation and
feedback.  For example, the ruler can be used to change the distance between
the objects along its own axis.


Please e-mail me or post your opinions on 3-D interaction.  The information
I gathered will help me design a 3-D UI construction tool.
Your help is very much appreciated.",0
"Perhaphs what Bill Gates and Steve Jobs are now is the result of the
natural evolution of a ""successful"" hacker.  Either you make money, go
to jail (Lee Feldenstein [sp?]), or just fade away as ""Oh, that's uncle
so-and-so who *really* likes computers..."".

What a ""computer hacker"" is and does will change as long as the definition
of the word ""computer"" continues to change.
",0
"

It's the DoD license plate frame; cops really like 'em.  Either that, or
he mistook you for one of his friends, possibly an off-duty cop.

-Dave

-------------------------------------------------------------------------------
	""I need your clothes, your boots, and your motorcycle""

						- Arnold Schwarzenegger, T2",1
"
When it's too windy to stand.

When you're on the road in high winds, stay alert.  Even more alert
than your ""alert 'cause you're on a motorcycle and they're out to kill
you"" kind of alert.  Be aware of the terrain, and how it may funnel
wind in sudden gusts (well, not gusts to somebody standing there, but
it's gusty 'cause you ride through it).  If you are riding in a steady
crosswind, be aware of a hill that will block the wind, and adjust your
lean angle.  Be aware of passing trucks to your windward side, your
lean angle will change dramatically both as you enter and as you leave
their turbulance cone.  Reducing your profile may help, ie, lean on the
gas tank and kiss the triple clamp.  Keep a nimble hand on the
steering, be ready to countersteer into and out of sudden wind bursts.
Keep a larger than usual buffer zone, both ahead and behind, and to the
side, you can easily be blown half a lane over before you can react by
countersteering.  Keep a close eye on traffic in your mirror, if
someone is coming up wanting to pass, get out of their way early.  Stop
often for short brakes, extensive riding in high winds is both mentally
and physically fatiguing.
",1
